t_s,qin_m3s,qout_m3s,u,L_m,P_Pa,n_in_mols,n_out_mols,L_true_m,P_true_Pa,L_meas_m,P_meas_Pa,L_missing,P_missing,L_est_m,P_est_Pa,n_est_mol,res_L,res_P
505.5,0.005,0.0012578010857887,0.55,1.516620679201043,106311.04323970716,5.5,5.6488880976247655,1.516620679201043,106311.04323970716,1.5171152906186325,105739.20706881002,False,False,1.5173128332757264,106262.11395475046,297.482694804454,-0.0011628525083648977,-584.9571568482206
506.0,0.005,0.001256164927536,0.55,1.5172446517131204,106311.15890073129,5.5,5.648953596386316,1.5172446517131204,106311.15890073129,1.514382602169375,106425.4698351874,False,False,1.5177993284997204,106275.27706038179,297.4612446812131,-0.0034596335615542095,162.33743913166109
506.5,0.005,0.0012545282724082,0.55,1.5178688970010523,106311.2745986354,5.5,5.649019115269502,1.5178688970010523,106311.2745986354,,106410.73194282551,True,False,1.5185482182242447,106289.27548975716,297.41066880530434,,135.7778059833363
507.0,0.005,0.0012528911201719,0.55,1.5184934151476903,106311.39033343775,5.5,5.649084654283962,1.5184934151476903,106311.39033343775,1.5162390887134831,106137.50547397324,False,False,1.5185921692847557,106267.84138867882,297.3454268873359,-0.0028382084712734734,-150.0211036267865
507.5,0.005,0.0012512534705938,0.55,1.5191182062359248,106311.50610515664,5.5,5.649150213439338,1.5191182062359248,106311.50610515664,1.4969369915966972,106356.35696476926,False,False,1.5173323842377948,106246.72030587177,297.43725769522706,-0.02218443852703289,88.08404063161288
508.0,0.005,0.0012496153234402,0.55,1.5197432703486846,106311.62191381032,5.5,5.649215792745266,1.5197432703486846,106311.62191381032,1.523461466036534,106574.90340441908,False,False,1.5188363934491191,106290.63131374419,297.3799233217083,0.005599547727201504,325.5955954429519
508.5,0.005,0.0012479766784778,0.55,1.5203686075689382,106311.73775941704,5.5,5.649281392211406,1.5203686075689382,106311.73775941704,1.513108029694661,106357.55830004896,False,False,1.5189358881939514,106287.39022965672,297.35893083540503,-0.006257410276599318,68.8147812095558
509.0,0.005,0.0012463375354732,0.55,1.5209942179796927,106311.85364199513,5.5,5.6493470118474,1.5209942179796927,106311.85364199513,1.5138400507179712,106437.05123875733,False,False,1.519214904371848,106293.89573463013,297.3436886893229,-0.00562490480861455,151.21975396682683
509.5,0.005,0.0012446978941928,0.55,1.521620101663994,106311.96956156276,5.5,5.64941265166289,1.521620101663994,106311.96956156276,1.519427063707694,106519.8431415444,False,False,1.5200570058598193,106314.84346810212,297.3013342312249,-0.000316831783947924,228.1683903352241
510.0,0.005,0.0012430577544033,0.55,1.5222462587049266,106312.08551813832,5.5,5.649478311667516,1.5222462587049266,106312.08551813832,1.5249729821678852,105702.46872101334,False,False,1.52004982206776,106253.44448232662,297.1304973724959,0.004387226414668488,-608.0235498004477
510.5,0.005,0.0012414171158712,0.55,1.5228726891856148,106312.20151174,5.5,5.649543991870952,1.5228726891856148,106312.20151174,1.5085526274082552,106755.7149493815,False,False,1.520315563698466,106291.02154613164,297.20372847741794,-0.012026474862575354,500.37498220712587
511.0,0.005,0.001239775978363,0.55,1.523499393189221,106312.3175423861,5.5,5.649609692282822,1.523499393189221,106312.3175423861,1.506013381293687,106995.8087334184,False,False,1.5206558702981166,106342.41066965462,297.30661192584245,-0.014831119141388571,706.720350101401
511.5,0.005,0.0012381343416453,0.55,1.5241263707989468,106312.43361009491,5.5,5.649675412912765,1.5241263707989468,106312.43361009491,1.5134657120839483,106606.67212620984,False,False,1.5209452521086224,106353.07689676856,297.30172777144446,-0.007718627524068378,271.4083902546263
512.0,0.005,0.0012364922054846,0.55,1.524753622098033,106312.54971488468,5.5,5.649741153770458,1.524753622098033,106312.54971488468,1.5043363468560451,106616.6491047035,False,False,1.52045520338188,106350.15365735018,297.35232377686003,-0.017137261928628522,271.79953426927386
512.5,0.005,0.0012348495696475,0.55,1.525381147169758,106312.66585677372,5.5,5.649806914865501,1.525381147169758,106312.66585677372,1.515712651070865,105890.19176357872,False,False,1.5198768645344587,106288.34632820786,297.24882738336186,-0.005270969345363863,-452.03315580172057
513.0,0.005,0.0012332064339005,0.55,1.5260089460974413,106312.78203578034,5.5,5.649872696207579,1.5260089460974413,106312.78203578034,1.541917776402671,106277.2535252263,False,False,1.5221708510782188,106314.39331390586,297.0466638010406,0.02151192049258377,-9.433335920213722
513.5,0.005,0.0012315627980102,0.55,1.5266370189644396,106312.89825192276,5.5,5.649938497806343,1.5266370189644396,106312.89825192276,1.5160711597994692,106069.28510813056,False,False,1.5217949612678543,106276.27162429811,296.985196472443,-0.0066282931295289504,-240.79247309625498
514.0,0.005,0.0012299186617431,0.55,1.527265365854149,106313.01450521933,5.5,5.650004319671423,1.527265365854149,106313.01450521933,1.533779417603151,106136.85622711729,False,False,1.5230633193800711,106276.71180369917,296.83442735399865,0.011455498773977002,-138.97827616264112
514.5,0.005,0.0012282740248657,0.55,1.5278939868500048,106313.13079568824,5.5,5.65007016181247,1.5278939868500048,106313.13079568824,1.5141776387673531,106603.24186837822,False,False,1.5233006518217447,106297.55195848875,296.8641872690642,-0.00941454314986867,327.0161966882879
515.0,0.005,0.0012266288871446,0.55,1.5285228820354806,106313.24712334789,5.5,5.650136024239134,1.5285228820354806,106313.24712334789,1.5315140835612056,106072.07694717577,False,False,1.5241318920038656,106282.09864142934,296.72140945680576,0.0076847659394967405,-222.8657199871668
515.5,0.005,0.0012249832483463,0.55,1.5291520514940895,106313.36348821648,5.5,5.650201906961058,1.5291520514940895,106313.36348821648,1.5259547133719626,106274.33310040792,False,False,1.5247572019942144,106282.08998645257,296.6464447723376,0.001294082109697614,-6.726688905691844
516.0,0.005,0.0012233371082373,0.55,1.5297814953093831,106313.47989031242,5.5,5.650267809987907,1.5297814953093831,106313.47989031242,1.5291833674540407,105740.90567389793,False,False,1.524805231933799,106230.26348264058,296.49603723673096,0.0038974710740311558,-540.1441499989451
516.5,0.005,0.0012216904665841,0.55,1.5304112135649526,106313.5963296539,5.5,5.650333733329339,1.5304112135649526,106313.5963296539,1.536098989508628,106266.06672908225,False,False,1.5262665988285418,106252.15103127707,296.38203814994046,0.010764619594096025,31.545768022580887
517.0,0.005,0.0012200433231534,0.55,1.531041206344427,106313.71280625924,5.5,5.650399676994978,1.531041206344427,106313.71280625924,1.5486036075975889,106340.71783422492,False,False,1.5287170602723814,106292.28070374194,296.20027205003976,0.021808164771766725,86.55343125094078
517.5,0.005,0.0012183956777116,0.55,1.531671473731475,106313.82932014676,5.5,5.650465640994477,1.531671473731475,106313.82932014676,1.5336185372298077,106102.39225770513,False,False,1.529325737114962,106276.53166497372,296.0834415594224,0.0043731547974146245,-187.79428172651387
518.0,0.005,0.0012167475300252,0.55,1.532302015809804,106313.94587133473,5.5,5.650531625337493,1.532302015809804,106313.94587133473,1.5335456053237648,106097.9798315034,False,False,1.529892903739576,106262.4873791403,295.9763548023268,0.0036914541450954186,-178.06351665881812
518.5,0.005,0.0012150988798608,0.55,1.5329328326631604,106314.0624598415,5.5,5.650597630033681,1.5329328326631604,106314.0624598415,1.5231991554883373,106879.98932563658,False,False,1.5307439602468502,106317.80238528752,296.0283960110428,-0.007222242543041935,616.5554829353059
519.0,0.005,0.0012134497269849,0.55,1.5335639243753296,106314.17908568536,5.5,5.650663655092703,1.5335639243753296,106314.17908568536,1.539397320928653,105951.25579991388,False,False,1.5314008482184358,106286.34877614975,295.8620892862522,0.008125403526623165,-361.8421484590508
519.5,0.005,0.0012118000711639,0.55,1.5341952910301355,106314.29574888456,5.5,5.6507297005242005,1.5341952910301355,106314.29574888456,1.5317345677246827,105999.11063601446,False,False,1.53148823874022,106254.88565927814,295.7640368744451,-0.00019446109433585157,-285.7393632941821
520.0,0.005,0.0012101499121645,0.55,1.5348269327114414,106314.41244945752,5.5,5.650795766337804,1.5348269327114414,106314.41244945752,1.5431470031405257,106071.70930686704,False,False,1.5326556372930713,106252.27904620572,295.61691318418394,0.011130319212509399,-184.89745843142737
520.5,0.005,0.0012084992497531,0.55,1.5354588495031491,106314.5291874224,5.5,5.650861852543208,1.5354588495031491,106314.5291874224,1.5350217849982994,106674.17489420688,False,False,1.5339587915299546,106300.37259558085,295.59451598556154,0.0018377638993536394,419.910168965871
521.0,0.005,0.0012068480836963,0.55,1.5360910414891995,106314.6459627976,5.5,5.65092795915001,1.5360910414891995,106314.6459627976,1.553499598527298,106945.10869594412,False,False,1.5370105993449925,106390.40183947646,295.4787467623033,0.019012930463145894,647.6778064255486
521.5,0.005,0.0012051964137605,0.55,1.5367235087535729,106314.76277560148,5.5,5.6509940861679135,1.5367235087535729,106314.76277560148,1.5168943437221982,106414.41553112528,False,False,1.535898081743141,106354.3444435407,295.5120250762411,-0.020643141065742387,36.13461457579979
522.0,0.005,0.0012035442397123,0.55,1.5373562513802874,106314.87962585222,5.5,5.651060233606558,1.5373562513802874,106314.87962585222,1.5343902577787367,106099.68422107009,False,False,1.5358915082349778,106317.46442825564,295.41033977393977,-0.0020350981095635934,-246.20781344751595
522.5,0.005,0.0012018915613181,0.55,1.537989269453401,106314.99651356824,5.5,5.651126401475568,1.537989269453401,106314.99651356824,1.5468040858414136,106186.6768052262,False,False,1.5370829588812567,106313.53028969023,295.25657639069465,0.010384986410684416,-126.09192632361373
523.0,0.005,0.0012002383783445,0.55,1.5386225630570105,106315.11343876785,5.5,5.651192589784626,1.5386225630570105,106315.11343876785,1.5351156410861604,106634.55713401295,False,False,1.5378903815675582,106339.84658804958,295.23284419398055,-0.0024948574575214266,325.3267466241814
523.5,0.005,0.0011985846905579,0.55,1.5392561322752507,106315.23040146928,5.5,5.6512587985433935,1.5392561322752507,106315.23040146928,1.5313344015851962,106041.91003779545,False,False,1.5374033639793105,106292.9796524663,295.16109964154487,-0.007083235982731084,-290.94747300670133
524.0,0.005,0.001196930497725,0.55,1.5398899771922965,106315.347401691,5.5,5.651325027761496,1.5398899771922965,106315.347401691,1.5372311711349007,106751.23138985768,False,False,1.5385588859399382,106337.88752104723,295.14724597809425,-0.0006998860728872902,460.45173150411574
524.5,0.005,0.001195275799612,0.55,1.540524097892361,106315.46443945124,5.5,5.651391277448627,1.540524097892361,106315.46443945124,1.5267248104162878,106740.43789471604,False,False,1.5386828072341865,106357.27574081781,295.18619725381427,-0.012361300509941664,409.34370466240216
525.0,0.005,0.0011936205959856,0.55,1.5411584944596968,106315.58151476827,5.5,5.651457547614408,1.5411584944596968,106315.58151476827,1.5423480321765946,106336.6439193104,False,False,1.539449386235358,106351.47755963338,295.07817392064493,0.0031381750866810165,-11.862906611306244
525.5,0.005,0.0011919648866123,0.55,1.5417931669785947,106315.69862766052,5.5,5.651523838268494,1.5417931669785947,106315.69862766052,1.5661977853803268,106509.53761845332,False,False,1.5423732386672229,106395.91367365325,294.8506789084926,0.026221354381221973,166.24369521984772
526.0,0.005,0.0011903086712585,0.55,1.542428115533385,106315.81577814632,5.5,5.651590149420542,1.542428115533385,106315.81577814632,1.5538784305156523,106540.73956249574,False,False,1.5440345900421077,106414.48801375846,294.702799885926,0.01097873649538239,157.54958314500982
526.5,0.005,0.0011886519496907,0.55,1.5430633402084366,106315.93296624393,5.5,5.6516564810802485,1.5430633402084366,106315.93296624393,1.5319732491432838,106782.1960010918,False,False,1.544100971997302,106423.099484939,294.71868224767275,-0.012587518904098705,382.3307297517895
527.0,0.005,0.0011869947216754,0.55,1.5436988410881574,106316.05019197168,5.5,5.651722833257231,1.5436988410881574,106316.05019197168,1.5349654302648743,106000.61466737073,False,False,1.543227475406121,106351.86673325271,294.6261698597904,-0.009661641396217613,-406.9885486709536
527.5,0.005,0.0011853369869791,0.55,1.544334618256994,106316.167455348,5.5,5.651789205961138,1.544334618256994,106316.167455348,1.5402873401667696,106670.5288505028,False,False,1.543957760189264,106373.25446404848,294.5978238699472,-0.003466906702465966,326.90972739472636
528.0,0.005,0.0011836787453682,0.55,1.5449706717994327,106316.28475639112,5.5,5.651855599201663,1.5449706717994327,106316.28475639112,1.555014833076772,106203.71635589952,False,False,1.5451093948095762,106360.26641055556,294.4237341872407,0.010530536691270909,-159.1058312561654
528.5,0.005,0.0011820199966093,0.55,1.545607001799998,106316.40209511944,5.5,5.651922012988429,1.545607001799998,106316.40209511944,1.537392131708306,106086.0738000468,False,False,1.5445652948861532,106312.27140649597,294.3561020466149,-0.008243828272263887,-265.0757597089396
529.0,0.005,0.0011803607404688,0.55,1.5462436083432531,106316.51947155128,5.5,5.651988447331125,1.5462436083432531,106316.51947155128,1.539341294153778,106347.32120110976,False,False,1.5446797509755021,106304.46750523637,294.32077477828096,-0.005751015895626654,39.257002737678704
529.5,0.005,0.0011787009767131,0.55,1.546880491513801,106316.636885705,5.5,5.652054902239386,1.546880491513801,106316.636885705,1.55572798584895,106252.33359972898,False,False,1.5459960503410355,106310.06343904538,294.17847407375257,0.010521160988144596,-48.72610618903127
530.0,0.005,0.0011770407051088,0.55,1.547517651396283,106316.75433759892,5.5,5.652121377722879,1.547517651396283,106316.75433759892,1.5561641771010344,106020.50644408527,False,False,1.546887174205278,106289.08028268193,294.01360590950344,0.009641194929163044,-285.5692939875298
530.5,0.005,0.0011753799254223,0.55,1.5481550880753792,106316.87182725137,5.5,5.652187873791279,1.5481550880753792,106316.87182725137,1.5444169414714848,105837.67269881086,False,False,1.54649898234371,106236.14615073989,293.9136840262539,-0.0029972807320648442,-449.5704421547998
531.0,0.005,0.00117371863742,0.55,1.5487928016358092,106316.9893546807,5.5,5.652254390454196,1.5487928016358092,106316.9893546807,1.5376151674920813,106034.36088531012,False,False,1.5459499559975383,106205.70543673569,293.8952175175161,-0.00941134479904493,-205.40487994682917
531.5,0.005,0.0011720568408685,0.55,1.5494307921623311,106317.10691990526,5.5,5.652320927721327,1.5494307921623311,106317.10691990526,1.533933343929704,106752.81408760409,False,False,1.5462528492291179,106252.0912235421,293.987287372821,-0.012544442861900817,540.3383968115959
532.0,0.005,0.0011703945355341,0.55,1.5500690597397422,106317.22452294343,5.5,5.652387485602315,1.5500690597397422,106317.22452294343,1.5430791584706411,106905.9953739776,False,False,1.547446947513594,106317.2125849655,294.02431620283176,-0.0037011014355883276,651.9303087348671
532.5,0.005,0.0011687317211834,0.55,1.5507076044528785,106317.3421638136,5.5,5.652454064106852,1.5507076044528785,106317.3421638136,1.528402315430163,106512.37709762085,False,False,1.5466680577362417,106307.15122991783,294.08985950289576,-0.019571399007529022,199.89234815892996
533.0,0.005,0.0011670683975827,0.55,1.5513464263866144,106317.459842534,5.5,5.652520663244584,1.5513464263866144,106317.459842534,1.5588446252057135,106673.23748200748,False,False,1.5487005138158632,106357.8069890431,293.98624040464085,0.011649658702482357,369.77836865364225
533.5,0.005,0.0011654045644986,0.55,1.5519855256258646,106317.57755912306,5.5,5.652587283025143,1.5519855256258646,106317.57755912306,1.545685218627819,106162.52766944596,False,False,1.5486584376947277,106324.60768367804,293.8995180314859,-0.003541625182559738,-186.38924140793097
534.0,0.005,0.0011637402216975,0.55,1.5526249022555816,106317.69531359914,5.5,5.65265392345822,1.5526249022555816,106317.69531359914,1.557437838898033,106294.5498110746,False,False,1.5498244956355336,106327.61918319884,293.7680357981272,0.008252784112570355,-24.565616865904303
534.5,0.005,0.0011620753689457,0.55,1.5532645563607572,106317.8131059806,5.5,5.652720584553465,1.5532645563607572,106317.8131059806,1.5719478052367706,106402.6425256646,False,False,1.5522407188668699,106359.32397144054,293.5658479516542,0.02159680151559229,80.8306252884795
535.0,0.005,0.0011604100060098,0.55,1.5539044880264223,106317.9309362858,5.5,5.652787266320551,1.5539044880264223,106317.9309362858,1.565634445097751,105993.54406081403,False,False,1.5532878244438182,106330.02351134627,293.3594274180441,0.012867661587924184,-356.7108008091891
535.5,0.005,0.0011587441326562,0.55,1.5545446973376462,106318.04880453306,5.5,5.652853968769144,1.5545446973376462,106318.04880453306,1.5430333489581762,106021.06555447496,False,False,1.552478968167117,106277.6254538787,293.31179732036236,-0.010780715959678,-302.8848915347917
536.0,0.005,0.0011570777486513,0.55,1.5551851843795377,106318.1667107408,5.5,5.65292069190888,1.5551851843795377,106318.1667107408,1.5638776742443046,106347.31990275237,False,False,1.5540010177889219,106298.92622308948,293.18814501722323,0.010871959472773085,70.37223199984874
536.5,0.005,0.0011554108537616,0.55,1.5558259492372442,106318.28465492737,5.5,5.652987435749456,1.5558259492372442,106318.28465492737,1.5674045195124084,106222.19347685504,False,False,1.5554719636093695,106305.5743371049,293.0301564661203,0.012877046120460589,-73.85358811380866
537.0,0.005,0.0011537434477534,0.55,1.556466991995952,106318.40263711112,5.5,5.6530542003005015,1.556466991995952,106318.40263711112,1.549003426814991,105999.33560324936,False,False,1.5549737937275776,106260.79484571576,292.9664136890101,-0.00699483060163697,-302.6683716394182
537.5,0.005,0.0011520755303932,0.55,1.5571083127408865,106318.52065731042,5.5,5.653120985571697,1.5571083127408865,106318.52065731042,1.5475753435101665,106434.48029609233,False,False,1.5551086327031238,106269.34637849685,292.97383280731503,-0.007925162799908403,172.63230889022816
538.0,0.005,0.0011504071014474,0.55,1.557749911557312,106318.6387155437,5.5,5.653187791572707,1.557749911557312,106318.6387155437,1.5566529925839263,106239.6549254008,False,False,1.5556741238718457,106267.74511791162,292.90165592994805,0.001017730150401297,-29.86005706519063
538.5,0.005,0.0011487381606824,0.55,1.5583917885305314,106318.75681182924,5.5,5.653254618313212,1.5583917885305314,106318.75681182924,1.5423775550353696,106625.1629970871,False,False,1.5556006571570902,106287.02345733518,292.96359712364574,-0.01382317190652027,357.0854508171469
539.0,0.005,0.0011470687078647,0.55,1.559033943745887,106318.8749461855,5.5,5.653321465802837,1.559033943745887,106318.8749461855,1.5737412932389028,106317.32061564016,False,False,1.557617466738654,106312.37045029935,292.7916879556555,0.017614192764517034,31.955700373931904
539.5,0.005,0.0011453987427606,0.55,1.5596763772887603,106318.99311863082,5.5,5.653388334051291,1.5596763772887603,106318.99311863082,1.5356227393584556,106228.90118089494,False,False,1.5561808701724318,106269.5362944599,292.84586884431326,-0.02252081013666718,-79.1888143792603
540.0,0.005,0.0011437282651365,0.55,1.560319089244571,106319.11132918356,5.5,5.653455223068214,1.560319089244571,106319.11132918356,1.5492510150871506,106357.41328458782,False,False,1.556227447577231,106268.89472908321,292.8385194948711,-0.007456406651822345,87.7312772491423
540.5,0.005,0.0011420572747589,0.55,1.560962079698778,106319.22957786212,5.5,5.653522132863258,1.560962079698778,106319.22957786212,1.5582664280586862,106267.63454166248,False,False,1.5568756855381707,106270.98053163366,292.7665869976853,0.0015124267478399123,-1.4720950178598287
541.0,0.005,0.0011403857713942,0.55,1.5616053487368788,106319.34786468493,5.5,5.653589063446127,1.5616053487368788,106319.34786468493,1.559334477823572,106118.9340503775,False,False,1.5573338301540158,106257.59818100698,292.6748260079015,0.0019323026651636432,-152.04072324377194
541.5,0.005,0.0011387137548087,0.55,1.5622488964444108,106319.4661896703,5.5,5.65365601482647,1.5622488964444108,106319.4661896703,1.5639101381758371,106198.87936394569,False,False,1.5582663810251716,106260.7785490853,292.57184646575905,0.006049736561247077,-60.09665847379074
542.0,0.005,0.0011370412247688,0.55,1.5628927229069494,106319.58455283668,5.5,5.653722987013951,1.5628927229069494,106319.58455283668,1.5656072085936976,106544.41026543292,False,False,1.5597722350255538,106300.67225650126,292.50118611201344,0.00681434988029106,282.58569719411025
542.5,0.005,0.0011353681810409,0.55,1.5635368282101092,106319.70295420238,5.5,5.653789980018247,1.5635368282101092,106319.70295420238,1.5614007080638548,106513.65796924208,False,False,1.5607110503169905,106321.81444309652,292.4468070588308,0.0011024438570890194,216.06985267241544
543.0,0.005,0.0011336946233915,0.55,1.564181212439544,106319.82139378588,5.5,5.653856993848999,1.564181212439544,106319.82139378588,1.5755500756272434,106705.68973659512,False,False,1.562990208076106,106376.83364430867,292.32475180235076,0.01431324357799002,389.1443698993826
543.5,0.005,0.0011320205515868,0.55,1.564825875680946,106319.93987160551,5.5,5.653924028515916,1.564825875680946,106319.93987160551,1.543432113984574,105812.0416886216,False,False,1.5610422532063337,106280.40298011106,292.2932089480408,-0.02008324445710885,-553.8518207845773
544.0,0.005,0.0011303459653933,0.55,1.5654708180200472,106320.0583876797,5.5,5.653991084028635,1.5654708180200472,106320.0583876797,1.5654691728808776,106202.1311840027,False,False,1.561772506623558,106276.50400024987,292.1949730349493,0.00390080777462698,-77.27753208472859
544.5,0.005,0.0011286708645774,0.55,1.5661160395426177,106320.17694202682,5.5,5.65405816039684,1.5661160395426177,106320.17694202682,1.5589701954254638,106195.80433851204,False,False,1.5619065817713311,106263.0060493401,292.1417965744031,-0.0033284043782837447,-80.10651663427416
545.0,0.005,0.0011269952489053,0.55,1.5667615403344668,106320.29553466527,5.5,5.654125257630192,1.5667615403344668,106320.29553466527,1.5680866746859017,106371.82728835764,False,False,1.5630567955948147,106282.77540397317,292.05829842663917,0.005653893909167262,108.0160019974137
545.5,0.005,0.0011253191181435,0.55,1.567407320481443,106320.41416561347,5.5,5.654192375738364,1.567407320481443,106320.41416561347,1.5696149188609057,106184.76698824351,False,False,1.5639323122512083,106279.4314316793,291.9441853910128,0.006032175177250743,-96.76138460959191
546.0,0.005,0.0011236424720583,0.55,1.5680533800694332,106320.53283488986,5.5,5.654259514731025,1.5680533800694332,106320.53283488986,1.5589350913044853,106166.57793259124,False,False,1.5638389295835926,106259.31372137314,291.90011214950675,-0.005523135238439503,-111.94973480660701
546.5,0.005,0.0011219653104162,0.55,1.568699719184364,106320.65154251271,5.5,5.654326674617864,1.568699719184364,106320.65154251271,1.562290229219009,106555.54401954976,False,False,1.56463509815519,106288.79621330314,291.88567900215077,-0.0020747931978744028,295.0471487082541
547.0,0.005,0.0011202876329834,0.55,1.5693463379122,106320.7702885006,5.5,5.6543938554085065,1.5693463379122,106320.7702885006,1.5772722051447183,106374.19654310144,False,False,1.5662828482461024,106312.40240076993,291.75297371179187,0.012111322716721551,87.27671867981553
547.5,0.005,0.0011186094395262,0.55,1.5699932363389455,106320.88907287184,5.5,5.654461057112679,1.5699932363389455,106320.88907287184,1.573483799025455,105970.97986612792,False,False,1.5668512703632906,106281.44932723769,291.59990687528193,0.006675485202878306,-337.09657947931555
548.0,0.005,0.0011169307298111,0.55,1.5706404145506436,106321.0078956448,5.5,5.654528279740025,1.5706404145506436,106321.0078956448,1.5638379301846188,106721.35979199132,False,False,1.567745593622631,106322.1432795725,291.60433623319045,-0.0035390294149477697,441.0337123314821
548.5,0.005,0.0011152515036044,0.55,1.571287872633376,106321.12675683796,5.5,5.6545955233002045,1.571287872633376,106321.12675683796,1.5916867822267955,106620.15237193056,False,False,1.570641181937685,106380.42853021821,291.41684822189995,0.023415910084461755,303.3492706044635
549.0,0.005,0.0011135717606725,0.55,1.571935610673264,106321.24565646976,5.5,5.654662787802913,1.571935610673264,106321.24565646976,1.5950273871582148,106149.05776241916,False,False,1.572789356376546,106377.89120759667,291.1522166510891,0.023861628537985125,-220.00254528061487
549.5,0.005,0.0011118915007815,0.55,1.5725836287564672,106321.36459455856,5.5,5.654730073257829,1.5725836287564672,106321.36459455856,1.5579590039668636,106570.74871918438,False,False,1.5723628168783481,106367.73849245504,291.17558904653754,-0.015354798358915067,203.98121708800318
550.0,0.005,0.001110210723698,0.55,1.573231926969184,106321.4835711228,5.5,5.654797379674614,1.573231926969184,106321.4835711228,1.5762498765721875,106100.93459913688,False,False,1.572778221805658,106334.93283724396,291.03597632614174,0.003362497178149404,-256.7293186013994
550.5,0.005,0.0011085294291882,0.55,1.5738805053976528,106321.60258618087,5.5,5.654864707062926,1.5738805053976528,106321.60258618087,1.5989704497539767,106659.31210932002,False,False,1.5758983026180162,106398.00219794476,290.8342604260396,0.025667415801342353,331.06970079299936
551.0,0.005,0.0011068476170184,0.55,1.5745293641281497,106321.7216397512,5.5,5.654932055432469,1.5745293641281497,106321.7216397512,1.5823683504199986,106256.37226772476,False,False,1.5767163140942364,106379.13053989723,290.6845511616391,0.005945992950612933,-128.41069519057055
551.5,0.005,0.001105165286955,0.55,1.5751785032469905,106321.84073185228,5.5,5.654999424792875,1.5751785032469905,106321.84073185228,1.577389104676116,106080.98801322546,False,False,1.5768228958233776,106337.50619474388,290.5580312496352,0.00014863339974580114,-286.86075245922257
552.0,0.005,0.0011034824387642,0.55,1.57582792284053,106321.95986250244,5.5,5.655066815153868,1.57582792284053,106321.95986250244,1.5737473545069356,106210.02854375742,False,False,1.5768726472253283,106312.86340134311,290.4847327470139,-0.0036000446645430006,-120.49691918415192
552.5,0.005,0.0011017990722125,0.55,1.5764776229951611,106322.07903172012,5.5,5.655134226525096,1.5764776229951611,106322.07903172012,1.571065680136394,106092.32992057504,False,False,1.5765563651863803,106276.96397154826,290.42454579342643,-0.00633167650708244,-216.10774365339603
553.0,0.005,0.001100115187066,0.55,1.5771276037973168,106322.19823952384,5.5,5.655201658916227,1.5771276037973168,106322.19823952384,1.5750024567711194,106379.84013832164,False,False,1.5770659849853623,106284.46824418286,290.38397587267,-0.002078945890374717,103.56698753112869
553.5,0.005,0.0010984307830911,0.55,1.5777778653334682,106322.31748593193,5.5,5.655269112336972,1.5777778653334682,106322.31748593193,1.5722705712093867,106374.84905605328,False,False,1.577292857403355,106285.58741373158,290.3598430910899,-0.005320351156478553,91.85504992492497
554.0,0.005,0.0010967458600541,0.55,1.5784284076901258,106322.4367709629,5.5,5.655336586796964,1.5784284076901258,106322.4367709629,1.585877491275706,106333.17766054635,False,False,1.5785506453192608,106300.05321469974,290.24859641034277,0.008059722127775615,49.18186852344661
554.5,0.005,0.0010950604177213,0.55,1.5790792309538388,106322.5560946351,5.5,5.655404082305929,1.5790792309538388,106322.5560946351,1.5750976944269244,106155.5714609366,False,False,1.578538578102067,106276.59210554673,290.1859827937408,-0.003977650255523324,-141.37946508420282
555.0,0.005,0.0010933744558589,0.55,1.5797303352111958,106322.67545696704,5.5,5.655471598873489,1.5797303352111958,106322.67545696704,1.5753188200910953,105224.350913905,False,False,1.5771862430047963,106159.40669782803,290.0278945700924,-0.003744657903298032,-1051.582400970845
555.5,0.005,0.0010916879742333,0.55,1.5803817205488235,106322.79485797716,5.5,5.655539136509365,1.5803817205488235,106322.79485797716,1.5683601136805327,,False,True,1.5769260226194355,106157.03023350073,290.05255157881,-0.009352124830809716,
556.0,0.005,0.0010900009726107,0.55,1.5810333870533884,106322.91429768383,5.5,5.655606695223224,1.5810333870533884,106322.91429768383,1.5805374883095853,105754.04398430276,False,False,1.5770452216754958,106126.44362543059,289.95471533951377,0.0030854313378485543,-414.86761054415547
556.5,0.005,0.0010883134507574,0.55,1.5816853348115951,106323.03377610556,5.5,5.655674275024733,1.5816853348115951,106323.03377610556,1.5727441180772053,106396.29028157628,False,False,1.5775686109821452,106162.79542477301,289.9913789799411,-0.00482739092388762,254.73345973315008
557.0,0.005,0.0010866254084398,0.55,1.5823375639101886,106323.15329326078,5.5,5.655741875923588,1.5823375639101886,106323.15329326078,1.5805300622228975,106662.39141517744,False,False,1.579045619483607,106230.30870968461,289.9988699944969,0.0024355119232684075,488.3215896166221
557.5,0.005,0.0010849368454239,0.55,1.5829900744359513,106323.27284916792,5.5,5.655809497929452,1.5829900744359513,106323.27284916792,1.5934082299631669,106405.43854074334,False,False,1.5809709985603526,106271.83169901145,289.88149835671226,0.01383735233754213,170.95195636748394
558.0,0.005,0.0010832477614762,0.55,1.5836428664757052,106323.39244384549,5.5,5.655877141052018,1.5836428664757052,106323.39244384549,1.5873021153388165,106206.5614653602,False,False,1.5818745468940458,106272.61109612176,289.7753478991335,0.00580634900821253,-65.10018869352643
558.5,0.005,0.0010815581563628,0.55,1.5842959401163117,106323.51207731184,5.5,5.655944805300977,1.5842959401163117,106323.51207731184,1.5893431930641655,106269.54879615472,False,False,1.5829651863394725,106281.48455180829,289.66883593476837,0.006943949140121974,-2.8079563393694116
